WEC: ava. Rotation,WEC: max. Rotation,WEC: min. Rotation,WEC: ava. Power,WEC: max. Power,WEC: min. Power,WEC: ava. Nacel position including cable twisting,WEC: ava. reactive Power,WEC: max. reactive Power,WEC: min. reactive Power,WEC: ava. blade angle A,Sys 1 inverter 1 cabinet temp.,Sys 1 inverter 2 cabinet temp.,Sys 1 inverter 3 cabinet temp.,Sys 1 inverter 4 cabinet temp.,Sys 1 inverter 5 cabinet temp.,Sys 1 inverter 6 cabinet temp.,Sys 1 inverter 7 cabinet temp.,Sys 2 inverter 1 cabinet temp.,Sys 2 inverter 2 cabinet temp.,Sys 2 inverter 3 cabinet temp.,Sys 2 inverter 4 cabinet temp.,Sys 2 inverter 5 cabinet temp.,Sys 2 inverter 6 cabinet temp.,Sys 2 inverter 7 cabinet temp.,Spinner temp.,Front bearing temp.,Rear bearing temp.,Pitch cabinet blade A temp.,Pitch cabinet blade B temp.,Pitch cabinet blade C temp.,Blade A temp.,Blade B temp.,Blade C temp.,Rotor temp. 1,Rotor temp. 2,Stator temp. 1,Stator temp. 2,Nacelle ambient temp. 1,Nacelle ambient temp. 2,Nacelle temp.,Nacelle cabinet temp.,Main carrier temp.,Rectifier cabinet temp.,Yaw inverter cabinet temp.,Fan inverter cabinet temp.,Ambient temp.,Tower temp.,Control cabinet temp.,Transformer temp.,RTU: ava. Setpoint 1,Inverter averages,Inverter std dev
13.19999981,14.88000011,11.39000034,2364,3110,1382,575,216,279,139,1.0,33,32,31,32,32,30,31,30,30,28,28,-14,0,-50,18,23,28,33,33,32,166,165,166,58,58,76,76,16,16,18,21,20,29,27,31,17,29,37,51,3050,30.63636398,1.629277587
7.28000021,8.069999695,6.5,232,364,109,-82,45,45,37,1.0,30,31,30,29,32,36,35,37,36,37,35,-14,0,-50,22,27,34,37,37,36,166,166,166,50,50,58,58,15,15,21,25,22,36,28,34,17,28,39,49,3050,33.45454407,3.07777977
14.18000031,14.89999962,13.39000034,3047,3148,2424,-55,276,283,234,8.130000114,28,27,28,26,28,24,26,27,27,24,24,-14,0,-50,12,19,26,27,27,26,166,166,167,77,77,86,86,7,7,11,13,14,23,20,23,8,26,36,52,3050,26.27272797,1.618079662
3.640000105,3.809999943,3.529999971,0,0,0,252,0,0,0,1.0,32,33,33,34,35,34,34,35,35,33,33,-14,0,-50,23,26,31,38,38,37,165,165,166,45,45,50,49,15,16,21,25,21,38,28,34,16,24,35,46,3050,33.72727203,1.009049892
7.599999905,8.220000267,7.150000095,293,409,212,14,42,44,34,1.0,15,15,16,15,16,15,18,20,21,21,20,-14,0,-50,12,18,25,28,28,27,166,166,167,49,50,55,54,3,3,8,12,7,30,16,21,5,14,22,28,3050,17.45454597,2.583162308
7.789999962,8.390000343,7.289999962,315,429,226,-338,34,43,31,1.0,28,28,28,27,28,32,34,34,34,34,34,-14,0,-50,24,28,34,40,40,39,165,165,166,52,52,57,56,15,15,21,26,20,38,28,33,17,26,35,42,3050,31.0,3.13049531
7.579999924,8.079999924,7.119999886,286,377,205,448,48,49,47,1.0,18,20,19,19,20,19,23,26,24,26,24,-14,0,-50,12,18,25,28,28,27,166,166,167,44,44,59,58,6,6,11,14,10,29,18,24,8,17,25,32,3050,21.63636398,3.009077311
13.56000042,14.32999992,12.68999958,2597,3159,1970,128,167,210,130,1.0,31,34,31,33,33,34,30,34,32,32,29,-14,0,-50,22,25,30,36,36,35,166,165,166,76,77,89,88,18,18,20,22,21,30,31,34,18,31,37,51,3050,32.09090805,1.700267434
6.099999905,6.409999847,5.789999962,59,95,32,-151,45,47,45,1.0,28,29,28,35,35,36,34,36,35,36,34,-14,0,-50,29,31,35,45,45,44,165,165,165,44,44,45,44,20,20,25,29,23,43,32,37,21,27,36,45,2974,33.27272797,3.258555174
8.130000114,8.510000229,7.860000134,377,453,330,536,56,57,55,1.0,28,28,28,28,28,28,27,33,34,34,33,-14,0,-50,17,21,26,32,32,32,166,166,166,42,42,61,60,15,15,17,20,16,28,25,30,15,25,35,44,3050,29.90909004,2.879393816
0.0,0.0,0.0,0,0,0,593,0,0,0,91.97000122,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0,-50,10,9,10,22,26,24,167,166,167,13,13,13,12,10,10,13,23,11,20,17,20,11,12,17,31,3050,-14.0,0.0
9.149999619,10.02000046,7.949999809,576,812,335,135,49,56,37,1.0,28,30,28,29,29,31,27,30,28,30,31,-14,0,-50,23,28,31,38,38,37,166,165,166,51,51,65,65,20,20,23,26,21,35,29,35,20,26,33,41,3050,29.18181801,1.328019738
8.010000229,8.270000458,7.769999981,366,415,322,-77,48,49,47,1.0,19,21,20,20,21,20,19,25,24,25,24,-14,0,-50,13,18,25,29,29,28,166,166,167,47,48,59,59,7,7,11,15,10,30,19,25,7,18,25,32,3050,21.63636398,2.377928972
13.81000042,15.30000019,11.07999992,2495,3098,1075,-30,237,298,111,1.0,24,24,25,23,24,21,22,23,24,21,21,-14,0,-50,9,15,23,25,25,24,166,166,167,66,65,83,83,4,4,7,10,9,20,17,20,4,21,30,46,3050,22.90909004,1.445997596
13.56999969,14.43999958,12.38000011,2190,3063,1511,666,195,278,140,1.0,30,30,31,28,31,27,29,30,30,28,28,-14,0,-50,12,20,27,29,29,28,166,166,166,61,60,73,73,7,7,12,14,16,24,18,23,7,28,37,57,3050,29.27272797,1.348399758
9.590000153,11.06999969,8.340000153,776,1282,431,-58,79,101,51,1.0,22,23,22,23,23,21,21,23,22,20,20,-14,0,-50,11,17,23,26,26,25,167,166,167,45,45,66,65,7,6,10,12,10,24,18,22,6,21,28,36,3050,21.81818199,1.167748451
14.18999958,15.44999981,13.35999966,3067,3151,2970,245,208,209,208,18.64999962,38,37,37,36,36,35,37,36,35,34,35,-14,0,-50,20,26,31,39,38,38,165,165,166,112,111,112,110,15,15,18,22,21,32,28,30,15,26,37,67,3050,36.0,1.183215976
3.440000057,3.609999895,3.279999971,0,0,0,414,0,0,0,1.0,27,28,27,27,29,27,27,29,29,27,26,-14,0,-50,19,23,27,36,36,34,166,165,166,32,32,30,29,10,10,14,19,14,28,22,27,10,15,25,37,2501,27.54545403,1.035725474
8.140000343,8.390000343,7.769999981,378,426,312,50,45,46,44,1.0,29,29,29,28,30,28,28,34,34,34,34,-14,0,-50,21,27,31,37,37,36,166,165,166,49,49,62,61,17,17,21,25,20,35,29,35,16,28,36,43,3050,30.63636398,2.73030138
10.11999989,10.34000015,9.819999695,867,954,753,-82,55,57,55,1.0,26,26,26,26,27,25,24,26,25,23,22,-14,0,-50,17,21,28,31,31,31,166,166,166,46,46,66,66,14,13,17,18,16,30,23,28,13,24,31,39,3050,25.09090996,1.513574958
11.63000011,12.92000008,10.63000011,1482,2077,1048,114,86,106,77,1.0,31,35,32,34,34,34,31,34,32,32,29,-14,0,-50,22,26,31,36,36,35,166,166,166,63,64,79,78,19,18,21,24,24,30,32,34,18,32,39,54,3050,32.54545593,1.809067965
14.06000042,14.81000042,13.14999962,2976,3121,2244,-39,282,298,217,1.370000005,29,28,30,27,29,26,28,28,29,26,26,-14,0,-50,10,16,25,29,29,28,166,166,166,104,103,95,94,4,3,8,10,12,21,17,20,3,26,38,64,3050,27.81818199,1.401298165
12.43999958,13.38000011,11.78999996,1867,2383,1570,96,111,136,97,1.0,32,35,33,35,35,34,31,34,32,31,28,-14,0,-50,22,27,32,36,36,35,166,166,166,73,73,85,84,19,19,21,24,23,31,32,35,18,32,39,54,3050,32.72727203,2.195035696
14.18000031,14.98999977,13.65999985,3058,3144,2722,-102,282,289,266,5.300000191,34,35,34,34,36,31,32,33,33,30,30,-14,0,-50,19,24,31,37,37,36,165,166,166,120,120,105,104,13,13,17,19,20,30,26,28,14,33,42,67,3050,32.90909195,1.97253871
6.659999847,7.110000134,6.0,131,197,50,-121,45,46,37,1.0,21,22,21,21,24,26,26,27,27,28,27,-14,0,-50,16,20,27,31,32,31,166,166,166,45,46,57,57,11,11,14,18,13,33,22,28,12,19,28,36,3050,24.54545403,2.80583787
10.64000034,11.68000031,9.659999847,1100,1550,712,707,97,125,85,1.0,28,27,27,27,28,26,27,26,26,24,24,-14,0,-50,13,19,24,28,28,28,166,166,167,46,46,67,66,8,8,12,16,13,26,20,25,9,25,33,44,3050,26.36363602,1.361817002
10.19999981,10.60000038,9.430000305,891,1045,635,-76,56,57,55,1.0,33,33,33,33,34,31,32,33,32,30,30,-14,0,-50,21,28,32,36,36,36,166,166,166,54,54,72,72,17,17,21,24,24,30,29,34,18,31,38,48,3050,32.18181992,1.328019738
14.68999958,15.30000019,13.97999954,3059,3127,2969,-51,296,299,294,15.48999977,30,30,31,29,30,27,29,28,29,26,26,-14,0,-50,12,18,26,31,31,30,166,166,166,97,96,95,94,6,6,10,13,14,24,20,23,6,27,38,64,3050,28.63636398,1.689539909
12.96000004,14.0,11.60000038,2173,2995,1498,-222,193,259,143,1.0,25,28,26,28,28,27,24,27,25,24,23,-14,0,-50,16,22,28,30,30,30,166,165,166,58,58,76,76,13,13,14,17,15,26,24,28,13,23,30,41,3050,25.90909004,1.814086199
9.869999886,12.15999985,7.130000114,816,1695,77,-40,58,86,30,1.0,32,33,32,32,33,33,32,33,32,31,31,-14,0,-50,22,25,29,37,37,36,166,166,166,51,51,66,66,21,21,23,25,23,34,30,35,22,32,38,48,3050,32.18181992,0.750757217
10.32999992,11.82999992,9.199999809,974,1623,602,-72,89,125,71,1.0,26,26,26,25,26,24,24,25,25,22,22,-14,0,-50,12,18,25,27,27,26,166,166,167,50,49,68,68,8,8,11,13,13,24,19,23,10,25,32,48,3050,24.63636398,1.501514435
6.380000114,6.940000057,6.070000172,94,195,59,524,34,42,34,1.0,18,18,21,26,27,27,26,28,28,27,25,-14,0,-50,15,19,25,32,32,30,166,166,167,37,37,35,35,7,7,12,16,11,25,20,24,7,13,24,34,3050,24.63636398,3.8019135
11.92000008,13.88000011,9.850000381,1679,2864,775,569,153,248,87,1.0,21,23,22,23,23,22,21,23,22,21,19,-14,0,-50,12,19,25,27,27,26,166,166,167,54,54,74,74,8,8,10,13,11,23,20,23,9,20,27,38,3050,21.81818199,1.250454426
3.480000019,3.660000086,3.349999905,0,0,0,310,0,0,0,1.0,34,36,35,35,37,35,35,37,37,36,32,-14,0,-50,24,27,32,39,40,39,165,165,166,44,44,43,43,17,17,20,25,19,38,28,33,18,23,33,47,3050,35.36363602,1.501514435
10.60000038,12.23999977,9.220000267,941,1449,604,-118,84,111,66,1.0,22,23,22,23,23,23,21,24,22,21,21,-14,0,-50,13,19,26,29,30,29,166,166,167,48,48,62,62,9,9,13,16,12,28,21,26,11,22,28,36,3050,22.27272797,1.009049892
6.050000191,6.389999866,5.670000076,56,89,26,-172,47,56,46,1.0,25,25,28,31,31,33,31,32,32,33,31,-14,0,-50,27,26,31,43,43,42,165,165,165,51,52,50,49,13,13,20,23,18,36,27,32,14,20,33,46,3050,30.18181801,2.891994953
10.46000004,10.81000042,10.10000038,904,1003,809,350,78,79,77,1.0,22,22,23,22,23,21,21,22,22,21,20,-14,0,-50,10,16,23,25,25,25,167,166,167,44,44,65,64,5,4,8,12,9,23,17,21,4,20,28,37,3050,21.72727203,0.904534042
5.03000021,5.539999962,4.849999905,5,19,0,197,32,53,15,1.0,24,26,23,23,25,24,24,26,25,24,21,-14,0,-50,13,16,23,29,29,28,166,166,167,35,35,33,33,7,7,11,15,9,27,19,23,5,10,20,33,3050,24.09090996,1.445997596
13.85000038,15.21000004,11.59000015,2433,3110,1221,-56,226,299,128,1.029999971,26,26,26,25,26,23,24,25,26,23,23,-14,0,-50,12,17,26,27,28,27,166,166,167,65,65,75,74,8,7,12,13,12,26,21,26,8,25,33,49,3050,24.81818199,1.328019857
5.849999905,6.199999809,5.670000076,39,68,25,-126,40,42,40,1.0,21,21,25,26,27,28,27,28,27,28,27,-14,0,-50,15,20,27,31,31,30,166,166,167,44,44,55,55,11,11,14,18,13,33,22,27,12,18,28,36,3050,25.90909004,2.58667922
13.35999966,13.77999973,12.43999958,2396,2763,1871,677,214,244,181,1.0,28,27,27,27,28,25,27,25,26,23,23,-14,0,-50,13,18,24,27,27,26,166,166,167,58,58,81,80,10,10,12,14,13,24,22,25,9,24,33,50,3050,26.0,1.788854361
7.989999771,8.590000153,7.059999943,357,479,194,-192,45,46,44,1.0,18,20,19,19,20,20,23,25,24,26,23,-14,0,-50,24,21,25,39,39,39,166,165,166,42,42,43,42,10,10,16,19,14,31,22,28,10,15,23,29,3050,21.54545403,2.733628988
6.010000229,6.179999828,5.75,53,69,30,-53,41,42,40,1.0,20,20,27,26,28,27,27,28,28,28,25,-14,0,-50,18,21,26,35,35,34,166,166,166,33,34,32,32,8,8,15,20,14,31,22,27,8,13,24,36,3050,25.81818199,3.027149677
13.36999989,14.81000042,11.81000042,2066,3080,1259,252,2,19,-4,1.0,36,36,35,35,36,32,34,34,34,31,32,-14,0,-50,21,26,32,36,36,36,165,165,166,83,83,91,89,17,17,21,23,22,32,32,35,18,34,42,61,3050,34.09090805,1.758098245
6.849999905,7.349999905,6.460000038,158,238,99,-158,46,46,46,1.0,27,27,26,26,31,33,32,34,33,34,32,-14,0,-50,28,25,31,41,41,41,165,166,166,56,56,55,55,13,13,19,21,17,35,26,31,14,24,35,48,3050,30.45454597,3.266914129
9.479999542,10.71000004,8.270000458,696,1118,411,-110,70,90,57,1.0,22,24,23,23,23,23,21,23,22,21,20,-14,0,-50,13,19,26,28,28,27,166,166,167,44,44,63,63,9,9,12,15,12,26,20,24,10,21,28,36,3050,22.27272797,1.190874338
5.900000095,6.039999962,5.760000229,42,53,30,288,47,48,46,1.0,26,27,34,33,34,34,33,35,34,34,32,-14,0,-50,26,29,32,42,43,41,165,165,165,39,40,40,40,18,18,23,27,21,39,30,35,19,24,34,43,3050,32.36363602,3.009077549
14.18999958,15.10000038,13.52000046,3068,3159,2926,-93,285,287,282,6.949999809,35,36,35,35,37,32,33,34,34,31,31,-14,0,-50,20,26,33,38,38,37,165,165,166,124,123,107,106,13,13,18,20,21,32,27,29,14,34,43,70,3050,33.90909195,1.97253871
8.800000191,9.970000267,7.650000095,383,809,132,-116,46,58,37,1.0,26,27,26,27,27,26,26,30,30,30,31,-14,0,-50,16,22,28,32,32,31,166,165,166,41,42,59,59,11,11,16,19,17,32,23,29,13,24,32,41,3050,27.81818199,1.990888476
6.289999962,6.599999905,6.159999847,79,116,63,78,48,49,39,1.0,30,31,30,32,35,37,36,38,37,37,36,-14,0,-50,23,27,31,38,38,37,166,165,166,48,49,57,56,18,18,22,26,22,38,29,34,20,29,38,46,3050,34.45454407,3.07777977
13.39999962,14.14999962,11.72000027,2476,3086,1545,-49,222,277,150,1.0,24,24,25,23,25,22,23,24,24,21,21,-14,0,-50,10,17,24,25,25,24,166,166,167,58,58,77,76,6,5,9,12,12,22,18,22,6,22,30,42,3050,23.27272797,1.420627356
9.5,10.81999969,8.5,685,1009,469,-82,65,81,52,1.0,21,22,22,21,22,20,20,22,21,20,23,-14,0,-50,9,16,23,25,25,24,167,166,167,43,43,62,62,3,3,8,11,9,25,15,21,4,20,27,37,3050,21.27272797,1.009049892
7.559999943,8.039999962,7.230000019,277,360,217,-464,49,56,46,1.0,28,28,28,27,28,27,30,32,33,33,33,-14,0,-50,16,21,27,32,32,31,166,165,166,48,48,62,61,12,12,17,19,17,31,23,29,13,25,36,51,3050,29.72727203,2.533412933
6.519999981,7.079999924,6.079999924,114,197,60,43,44,52,43,1.0,23,24,23,26,31,31,30,31,31,31,30,-14,0,-50,15,20,25,31,31,30,166,166,166,42,43,53,52,9,9,15,18,14,32,23,28,11,20,31,43,3050,28.27272797,3.49545145
10.93999958,12.48999977,9.75,1026,1553,705,361,8,12,2,1.0,29,28,29,27,29,27,28,28,29,26,27,-14,0,-50,16,22,28,30,30,30,166,166,166,48,48,70,69,12,12,15,18,17,26,24,28,13,27,34,45,2501,27.90909004,1.044465899
7.150000095,8.039999962,6.570000172,212,367,120,-36,52,53,43,1.0,21,23,22,22,23,23,26,28,27,28,26,-14,0,-50,13,16,24,28,29,28,166,166,167,42,42,55,55,8,8,12,15,11,31,20,25,9,20,29,38,3050,24.45454597,2.583162069
11.14999962,12.51000023,8.350000381,1116,1557,428,649,102,127,66,1.0,23,24,24,24,24,24,23,24,24,22,23,-14,0,-50,13,18,25,29,30,29,166,166,166,48,48,64,63,10,9,14,16,12,29,21,26,11,22,29,36,3050,23.54545403,0.687551737
14.67000008,15.85999966,13.93999958,3057,3122,2950,-114,295,298,292,15.85000038,32,32,32,31,32,28,30,30,30,26,27,-14,0,-50,17,23,29,35,35,34,166,165,166,105,104,100,99,12,12,15,17,16,28,25,27,13,29,38,63,3050,30.0,2.144761086
5.829999924,6.210000038,5.409999847,38,71,6,-305,36,41,24,1.0,24,26,31,30,32,32,31,32,32,31,32,-14,0,-50,25,27,31,42,42,41,165,165,166,39,39,37,37,16,16,23,27,21,37,31,35,18,21,31,40,3050,30.27272797,2.723633528
7.260000229,7.559999943,6.840000153,225,274,134,-108,48,49,40,1.0,24,26,24,24,26,27,29,31,30,31,29,-14,0,-50,17,21,28,32,33,32,166,165,166,45,46,57,57,11,11,16,20,15,33,24,29,12,22,32,40,3050,27.36363602,2.766685009
11.77000046,13.90999985,10.06000042,1602,2936,848,619,149,259,90,1.0,30,29,28,29,29,26,28,27,26,23,24,-14,0,-50,13,18,24,29,29,28,166,166,167,69,69,88,86,10,10,12,14,13,25,22,25,11,25,33,52,3050,27.18181801,2.227921963
0.0,0.0,0.0,0,0,0,346,0,0,0,91.93000031,-14,-14,30,30,-14,-14,31,32,33,31,30,-14,0,-50,21,23,24,38,32,41,166,165,166,28,28,27,27,15,15,18,22,19,29,25,30,16,20,29,40,3050,14.63636398,22.72123528
7.460000038,8.069999695,6.820000172,254,359,152,-4,43,43,43,1.0,32,33,32,32,33,36,36,38,38,39,38,-14,0,-50,24,26,31,39,39,38,165,165,166,48,48,60,59,19,19,24,28,24,39,31,39,21,32,40,47,3050,35.18181992,2.821991444
9.729999542,10.85000038,8.829999924,760,1173,494,221,73,90,57,1.0,21,23,21,22,23,22,20,23,21,20,21,-14,0,-50,13,18,24,28,28,27,166,166,167,44,44,65,64,9,9,12,15,12,25,20,25,10,20,26,35,3050,21.54545403,1.128152132
9.319999695,10.59000015,7.619999886,613,915,254,228,18,29,12,1.0,30,31,30,30,31,30,30,31,30,31,34,-14,0,-50,22,24,29,37,37,36,166,166,166,48,48,62,62,17,17,22,24,21,35,28,35,19,29,37,45,3050,30.72727203,1.190874457
8.050000191,8.670000076,7.380000114,376,499,249,161,48,50,47,1.0,14,16,15,15,16,16,15,19,19,20,19,-14,0,-50,12,18,24,29,29,28,166,166,167,38,39,41,41,6,6,9,13,7,28,17,22,7,13,20,26,3050,16.72727203,2.101947069
5.21999979,6.050000191,4.760000229,13,55,0,-82,39,76,10,1.0,21,27,24,25,25,24,25,26,26,25,24,-14,0,-50,10,15,20,25,25,25,167,166,167,38,39,55,54,5,5,9,11,8,27,17,22,6,15,26,41,3050,24.72727203,1.555050492
14.64999962,15.22999954,13.52000046,2510,2555,2108,184,6,11,-2,1.0,34,35,33,34,35,34,32,33,33,30,31,-14,0,-50,21,25,31,38,37,36,165,165,166,74,74,90,89,16,16,19,21,20,29,30,33,18,33,40,58,2501,33.09090805,1.578261495
8.670000076,9.390000343,8.180000305,492,641,391,-75,17,19,8,1.0,27,28,27,27,28,26,26,27,27,26,28,-14,0,-50,18,25,31,34,34,33,166,165,166,50,51,64,63,11,11,17,21,17,32,24,30,13,25,32,40,2501,27.0,0.774596691
13.61999989,13.84000015,13.26000023,2172,2374,1908,-52,178,189,153,1.0,19,21,20,20,21,19,18,20,19,17,17,-14,0,-50,9,14,24,24,24,23,167,166,167,56,56,73,72,6,6,8,11,9,24,17,21,4,19,25,36,3050,19.18181801,1.401298165
11.23999977,13.05000019,9.840000153,1367,2140,778,-58,113,177,77,1.0,24,25,24,24,25,22,23,24,24,21,21,-14,0,-50,11,18,25,26,26,26,166,166,167,50,50,70,69,6,6,10,13,12,23,18,23,8,22,30,40,3050,23.36363602,1.433368564
11.47000027,11.67000008,11.22000027,1203,1279,1116,-86,89,91,89,1.0,21,22,22,21,23,21,21,22,22,20,24,-14,0,-50,9,16,24,25,25,24,167,166,167,44,44,64,63,5,5,9,11,9,25,17,21,4,20,27,37,3050,21.72727203,1.103712797
8.090000153,8.979999542,7.480000019,378,557,236,-36,48,57,42,1.0,21,23,22,22,23,22,23,27,27,27,27,-14,0,-50,13,19,26,29,29,28,166,166,167,43,43,61,60,9,8,12,16,12,29,20,26,11,20,28,36,3050,24.0,2.449489832
7.96999979,8.800000191,7.019999981,346,504,180,255,46,47,37,1.0,27,29,27,28,29,28,28,31,31,33,32,-14,0,-50,22,26,31,38,38,37,166,165,166,51,51,63,63,18,18,21,25,20,35,29,34,21,27,34,41,3050,29.36363602,2.062654972
6.78000021,7.289999962,6.289999962,144,220,72,155,32,40,24,1.0,29,31,29,30,34,36,35,37,36,36,36,-14,0,-50,29,30,34,45,45,44,165,166,165,47,48,49,48,20,20,27,32,25,43,36,41,20,26,36,44,3050,33.54545593,3.142089844
7.360000134,8.699999809,6.269999981,242,492,74,-8,27,31,18,1.0,27,28,27,26,28,27,28,31,32,32,33,-14,0,-50,21,24,30,36,36,35,166,165,166,48,48,61,60,17,16,20,23,18,38,28,35,19,26,34,40,2501,29.0,2.489979982
6.730000019,7.380000114,6.28000021,142,246,76,-172,42,52,33,1.0,22,22,21,21,23,28,27,28,28,29,27,-14,0,-50,24,23,29,38,38,38,166,165,166,51,51,55,55,12,12,16,19,14,34,23,28,13,19,29,36,3050,25.09090996,3.23896718
8.760000229,9.630000114,7.909999847,379,495,257,-16,42,53,36,1.0,16,18,18,18,19,19,22,25,24,25,23,-14,0,-50,14,20,25,31,31,30,166,166,167,38,39,42,41,6,6,12,16,11,31,19,24,7,15,24,30,3050,20.63636398,3.233349085
5.429999828,5.659999847,5.190000057,15,25,8,-303,49,50,46,1.0,25,25,30,31,33,33,32,33,33,33,31,-14,0,-50,23,27,31,39,39,38,165,165,166,38,38,35,35,14,14,19,24,19,34,27,31,16,21,31,42,3050,30.81818199,3.060005903
14.67000008,15.69999981,13.81000042,3058,3120,2947,-35,296,299,294,13.30000019,30,30,31,29,31,27,29,29,30,27,27,-14,0,-50,12,18,26,31,30,30,166,165,166,99,98,96,95,6,6,9,12,13,23,19,22,6,27,39,67,3050,29.09090996,1.513574958
14.18999958,14.82999992,13.69999981,2380,2461,2305,-362,218,221,217,4.360000134,23,26,25,25,26,22,23,25,24,22,21,-14,0,-50,9,14,24,27,27,26,166,166,167,85,85,114,113,4,4,7,10,11,22,18,20,5,22,31,51,3050,23.81818199,1.721521616
11.59000015,13.35000038,9.369999886,1263,1986,630,-72,119,166,75,1.0,28,29,28,28,29,26,26,28,27,26,24,-14,0,-50,15,21,28,30,30,29,166,166,166,52,51,68,68,11,10,14,16,16,27,21,25,11,27,35,49,3050,27.18181801,1.537412286
5.739999771,6.349999905,5.329999924,33,86,7,180,29,43,20,1.0,27,28,29,33,33,33,32,33,33,33,33,-14,0,-50,28,29,33,44,45,44,165,165,165,44,44,45,45,17,17,25,30,23,40,33,38,18,23,32,41,3050,31.54545403,2.339385986
8.569999695,9.039999962,8.140000343,464,559,340,638,49,51,39,1.0,28,29,28,28,30,28,28,29,29,29,32,-14,0,-50,20,25,31,36,36,35,166,165,166,48,48,62,61,15,15,20,23,19,33,27,33,17,27,34,42,3050,28.90909004,1.221027851
10.0,10.81999969,9.31000042,820,1139,588,273,57,67,46,1.0,30,32,30,31,32,31,29,31,30,29,29,-14,0,-50,24,29,39,40,40,39,165,165,166,95,96,100,100,16,16,22,26,21,37,29,34,17,29,36,44,3050,30.36363602,1.120064855
4.599999905,5.119999886,4.150000095,1,12,0,339,9,17,0,1.0,34,35,34,35,37,35,34,37,37,34,33,-14,0,-50,28,27,32,42,42,42,165,165,166,45,46,53,53,24,24,27,30,23,47,35,40,24,25,35,45,3050,35.0,1.414213538
10.11999989,10.77000046,9.5,875,1133,662,-26,56,57,55,1.0,28,29,28,28,29,27,27,29,28,26,30,-14,0,-50,17,25,30,32,32,31,166,165,166,46,46,64,63,11,11,15,19,17,29,22,27,13,26,34,43,3050,28.09090996,1.136181831
5.050000191,5.320000172,4.940000057,6,14,3,-27,31,34,26,1.0,20,21,20,19,21,19,19,21,21,20,18,-14,0,-50,13,16,19,30,30,29,166,166,167,21,22,19,19,4,4,8,13,7,23,16,21,4,8,17,27,3050,19.90909004,1.044465899
10.67000008,11.72000027,9.359999657,1138,1601,646,22,96,124,55,1.0,20,20,20,19,21,19,20,20,20,19,20,-14,0,-50,9,15,22,25,26,25,167,166,167,50,50,60,60,3,3,8,12,8,26,17,22,4,19,27,38,3050,19.81818199,0.603022635
13.56000042,14.86999989,10.73999977,2638,3140,1089,271,176,210,86,1.419999957,37,38,37,37,38,35,35,37,36,33,32,-14,0,-50,25,28,34,41,40,39,165,165,165,105,105,100,98,21,21,24,27,24,36,35,38,23,36,44,64,3050,35.90909195,1.97253871
9.979999542,10.22999954,9.720000267,0,0,0,-84,0,0,0,9.760000229,26,26,26,25,26,25,27,26,26,25,26,-14,0,-50,15,14,18,33,33,32,166,165,166,32,33,34,34,15,15,17,23,14,35,23,27,17,26,35,34,2501,25.81818199,0.603022695
4.119999886,10.71000004,0.699999988,0,0,0,-80,0,0,0,45.72000122,26,27,25,25,27,25,27,27,27,25,26,-14,0,-50,15,15,17,33,33,33,166,166,166,31,32,35,34,15,15,16,23,14,36,23,27,17,26,35,34,2501,26.09090996,0.943879783
9.989999771,10.19999981,9.800000191,0,0,0,-86,0,0,0,7.239999771,26,26,26,26,28,26,27,26,28,26,26,-14,0,-50,15,15,18,33,34,33,166,166,166,32,32,36,36,15,15,17,22,14,36,23,27,17,26,35,34,2501,26.45454597,0.820199549
9.979999542,10.17000008,9.789999962,0,0,0,-90,0,0,0,5.920000076,26,27,26,25,27,25,28,26,26,26,26,-14,0,-50,15,15,19,33,34,33,166,166,166,34,35,39,38,15,15,17,22,14,36,23,27,18,26,35,34,2501,26.18181801,0.873862863
9.989999771,10.17000008,9.800000191,0,0,0,-88,0,0,0,3.819999933,26,26,26,25,27,25,28,27,27,25,26,-14,0,-50,15,15,19,34,34,33,166,165,166,35,36,41,40,15,15,17,22,15,37,23,28,18,26,35,34,2501,26.18181801,0.981649816
6.170000076,10.18999958,0.0,0,0,0,-74,0,0,0,37.41999817,26,27,25,25,28,26,28,26,27,25,27,-14,0,-50,16,15,19,35,34,33,166,166,166,36,37,43,42,15,15,17,22,15,38,23,28,18,25,35,35,2501,26.36363602,1.120064855
10.77999973,13.27000046,8.819999695,1005,1910,518,-29,2,12,-9,1.0,27,27,26,26,27,26,25,27,26,24,25,-14,0,-50,15,22,28,30,31,30,166,166,166,48,49,65,65,12,12,15,17,15,30,22,27,21,25,31,40,2501,26.0,1.0
10.59000015,11.93000031,8.220000267,916,1331,0,-29,4,38,-69,1.230000019,27,27,26,26,27,26,25,27,26,24,25,-14,0,-50,16,22,28,30,31,30,166,166,166,48,49,65,65,12,12,15,17,15,30,22,27,21,25,32,40,2501,26.0,1.0
0.629999995,1.460000038,0.0,0,0,0,-33,0,0,0,80.98999786,21,22,22,21,22,22,21,23,23,21,21,-14,0,-50,18,19,20,23,23,23,167,166,167,26,26,28,27,16,16,14,14,15,17,18,19,17,17,19,27,2501,21.72727203,0.786245346
9.300000191,10.19999981,8.600000381,612,812,470,168,16,26,6,1.0,25,27,25,26,26,27,25,27,28,29,31,-14,0,-50,21,25,30,39,39,38,166,165,166,51,51,63,63,15,15,20,23,18,32,27,34,15,22,30,37,2501,26.90909004,1.868397355
